brewery_name,beer_name,beer_images,beer_url,beer_ABV,beer_IBU,beer_Description,beer_rating,typo_error 
Balter Brewing Company,Black Metal Disco,Black_Metal_Disco_image2.jpg,https://untappd.com/b/balter-brewing-company-black-metal-disco/1649787,5.4% ABV,24 IBU,"Like thrash being played on the jazz flute, this stout may seem vicious, but its sweet notes make light in the dark of night. The roasted barley and subtle hops mix deliver espresso, chocolate, and vanilla aromas, all wrapped in a creamy mouthfeel and satisfyingly dry finish. Throw out your preconceived notions of what’s possible, strap on your mirror ball helmet and dive into club sweet stout. This is Black Metal Disco. ",3.67,
Balter Brewing Company,Black Metal Disco,Black_Metal_Disco_image3.jpg,https://untappd.com/b/balter-brewing-company-black-metal-disco/1649787,5.4% ABV,24 IBU,"Like thrash being played on the jazz flute, this stout may seem vicious, but its sweet notes make light in the dark of night. The roasted barley and subtle hops mix deliver espresso, chocolate, and vanilla aromas, all wrapped in a creamy mouthfeel and satisfyingly dry finish. Throw out your preconceived notions of what’s possible, strap on your mirror ball helmet and dive into club sweet stout. This is Black Metal Disco. ",3.67,
Balter Brewing Company,DAZY,DAZY_image1.jpg,https://untappd.com/b/balter-brewing-company-dazy/3162931,8% ABV,45 IBU,"Sweet juicy tropical fruit, mango and citrus with some light piney dank notes. Soft and lush with a lightly firm bitterness and a tickle of spicy alcohol dries the finish. Brewed for GABS 2019. ",3.94,
Balter Brewing Company,DAZY,DAZY_image2.jpg,https://untappd.com/b/balter-brewing-company-dazy/3162931,8% ABV,45 IBU,"Sweet juicy tropical fruit, mango and citrus with some light piney dank notes. Soft and lush with a lightly firm bitterness and a tickle of spicy alcohol dries the finish. Brewed for GABS 2019. ",3.94,
Balter Brewing Company,DAZY,DAZY_image3.jpg,https://untappd.com/b/balter-brewing-company-dazy/3162931,8% ABV,45 IBU,"Sweet juicy tropical fruit, mango and citrus with some light piney dank notes. Soft and lush with a lightly firm bitterness and a tickle of spicy alcohol dries the finish. Brewed for GABS 2019. ",3.94,
Balter Brewing Company,Citrapalooza,Citrapalooza_image1.jpg,https://untappd.com/b/balter-brewing-company-citrapalooza/2785457,6% ABV,30 IBU,Our first Hazy is a deliciously quaffable fruit bomb with Citra is the hero hop. Big tropical aromatics and juicy orange and grapefruit on the palate. ,3.97,
Balter Brewing Company,Citrapalooza,Citrapalooza_image2.jpg,https://untappd.com/b/balter-brewing-company-citrapalooza/2785457,6% ABV,30 IBU,Our first Hazy is a deliciously quaffable fruit bomb with Citra is the hero hop. Big tropical aromatics and juicy orange and grapefruit on the palate. ,3.97,
Balter Brewing Company,Citrapalooza,Citrapalooza_image3.jpg,https://untappd.com/b/balter-brewing-company-citrapalooza/2785457,6% ABV,30 IBU,Our first Hazy is a deliciously quaffable fruit bomb with Citra is the hero hop. Big tropical aromatics and juicy orange and grapefruit on the palate. ,3.97,
Balter Brewing Company,Alt Brown,Alt_Brown_image1.jpg,https://untappd.com/b/balter-brewing-company-alt-brown/1510798,5.2% ABV,18 IBU,"More classic blues than death metal, this Brown Ale is for those who love a bit of extra character without getting dark and bitter. A smooth melody of malt plays counterpoint to clean and subtle hop notes. It’s nutty, roasty and toasty. Perfect with tunes in the background and friends at the table. ",3.57,
Balter Brewing Company,Alt Brown,Alt_Brown_image2.jpg,https://untappd.com/b/balter-brewing-company-alt-brown/1510798,5.2% ABV,18 IBU,"More classic blues than death metal, this Brown Ale is for those who love a bit of extra character without getting dark and bitter. A smooth melody of malt plays counterpoint to clean and subtle hop notes. It’s nutty, roasty and toasty. Perfect with tunes in the background and friends at the table. ",3.57,
Balter Brewing Company,Alt Brown,Alt_Brown_image3.jpg,https://untappd.com/b/balter-brewing-company-alt-brown/1510798,5.2% ABV,18 IBU,"More classic blues than death metal, this Brown Ale is for those who love a bit of extra character without getting dark and bitter. A smooth melody of malt plays counterpoint to clean and subtle hop notes. It’s nutty, roasty and toasty. Perfect with tunes in the background and friends at the table. ",3.57,
Balter Brewing Company,Handsome Elvis,Handsome_Elvis_image1.jpg,https://untappd.com/b/balter-brewing-company-handsome-elvis/2621524,6.5% ABV,N/A IBU,"As the weather begins to cool Handsome Elvis begins to sing. Poured on nitro for extra silkiness this Milk Stout shows off dark berries, chocolate, espresso, roasted hazelnut and delicious creamy mouthfeel. Made to melt your heart just like the King. ",3.86,
Balter Brewing Company,Handsome Elvis,Handsome_Elvis_image2.jpg,https://untappd.com/b/balter-brewing-company-handsome-elvis/2621524,6.5% ABV,N/A IBU,"As the weather begins to cool Handsome Elvis begins to sing. Poured on nitro for extra silkiness this Milk Stout shows off dark berries, chocolate, espresso, roasted hazelnut and delicious creamy mouthfeel. Made to melt your heart just like the King. ",3.86,
Balter Brewing Company,Handsome Elvis,Handsome_Elvis_image3.jpg,https://untappd.com/b/balter-brewing-company-handsome-elvis/2621524,6.5% ABV,N/A IBU,"As the weather begins to cool Handsome Elvis begins to sing. Poured on nitro for extra silkiness this Milk Stout shows off dark berries, chocolate, espresso, roasted hazelnut and delicious creamy mouthfeel. Made to melt your heart just like the King. ",3.86,
Balter Brewing Company,Captain Sensible,Captain_Sensible_image1.jpg,https://untappd.com/b/balter-brewing-company-captain-sensible/2463234,3.5% ABV,20 IBU,"Sensible like contributing to your super fund with the pleasure of riding a supercharged jetski. This ale balances refined malt undertones against vivacious hop notes to round out a full taste and mouthfeel that defies its mid-strength nature. Perfect for those who like to keep a lid on it, but still want to rip the top off a few. ",3.46,
Balter Brewing Company,Captain Sensible,Captain_Sensible_image2.jpg,https://untappd.com/b/balter-brewing-company-captain-sensible/2463234,3.5% ABV,20 IBU,"Sensible like contributing to your super fund with the pleasure of riding a supercharged jetski. This ale balances refined malt undertones against vivacious hop notes to round out a full taste and mouthfeel that defies its mid-strength nature. Perfect for those who like to keep a lid on it, but still want to rip the top off a few. ",3.46,
Balter Brewing Company,Captain Sensible,Captain_Sensible_image3.jpg,https://untappd.com/b/balter-brewing-company-captain-sensible/2463234,3.5% ABV,20 IBU,"Sensible like contributing to your super fund with the pleasure of riding a supercharged jetski. This ale balances refined malt undertones against vivacious hop notes to round out a full taste and mouthfeel that defies its mid-strength nature. Perfect for those who like to keep a lid on it, but still want to rip the top off a few. ",3.46,
Balter Brewing Company,Hazy IPA,Hazy_IPA_image1.jpg,https://untappd.com/b/balter-brewing-company-hazy-ipa/3077298,6% ABV,30 IBU,"If a weather app forecast the outlook on this beer it would say slightly cloudy with a downpour of juicy hops. Its luscious nectar showers your lips with a combination of candied orange, mango and passionfruit, followed with a refreshing breeze of bitterness beneath. Chill out, sip back and relax with a lazy Hazy. ",4.11,
Balter Brewing Company,Hazy IPA,Hazy_IPA_image2.jpg,https://untappd.com/b/balter-brewing-company-hazy-ipa/3077298,6% ABV,30 IBU,"If a weather app forecast the outlook on this beer it would say slightly cloudy with a downpour of juicy hops. Its luscious nectar showers your lips with a combination of candied orange, mango and passionfruit, followed with a refreshing breeze of bitterness beneath. Chill out, sip back and relax with a lazy Hazy. ",4.11,
Balter Brewing Company,Hazy IPA,Hazy_IPA_image3.jpg,https://untappd.com/b/balter-brewing-company-hazy-ipa/3077298,6% ABV,30 IBU,"If a weather app forecast the outlook on this beer it would say slightly cloudy with a downpour of juicy hops. Its luscious nectar showers your lips with a combination of candied orange, mango and passionfruit, followed with a refreshing breeze of bitterness beneath. Chill out, sip back and relax with a lazy Hazy. ",4.11,
Balter Brewing Company,Pilsner,Pilsner_image1.jpg,https://untappd.com/b/balter-brewing-company-pilsner/1905538,4.9% ABV,32 IBU,"The word ‘crisp’ gets thrown around when it comes to Pilsners, but that makes us think of lettuce. This Pils is more than crisp, it’s straight up satisfying. The balanced malt base pulls you in for a hug before the hops get frisky with floral aromas and a refreshingly bitter finish. Perfect for those who like a ‘beer beer’, it’s best enjoyed straight from the esky with the bar-b blazing. ",3.4,
Balter Brewing Company,Pilsner,Pilsner_image2.jpg,https://untappd.com/b/balter-brewing-company-pilsner/1905538,4.9% ABV,32 IBU,"The word ‘crisp’ gets thrown around when it comes to Pilsners, but that makes us think of lettuce. This Pils is more than crisp, it’s straight up satisfying. The balanced malt base pulls you in for a hug before the hops get frisky with floral aromas and a refreshingly bitter finish. Perfect for those who like a ‘beer beer’, it’s best enjoyed straight from the esky with the bar-b blazing. ",3.4,
Balter Brewing Company,Pilsner,Pilsner_image3.jpg,https://untappd.com/b/balter-brewing-company-pilsner/1905538,4.9% ABV,32 IBU,"The word ‘crisp’ gets thrown around when it comes to Pilsners, but that makes us think of lettuce. This Pils is more than crisp, it’s straight up satisfying. The balanced malt base pulls you in for a hug before the hops get frisky with floral aromas and a refreshingly bitter finish. Perfect for those who like a ‘beer beer’, it’s best enjoyed straight from the esky with the bar-b blazing. ",3.4,
Balter Brewing Company,Strong Pale Ale,Strong_Pale_Ale_image1.jpg,https://untappd.com/b/balter-brewing-company-strong-pale-ale/2524453,5.9% ABV,45 IBU,"A lean malt base overlaid by an intense fruit salad hop bouquet, a summer cocktail of pineapple, mango, deep citrus and passion fruit flavours wrapped in a firm lively bitterness. ",3.81,
Balter Brewing Company,Strong Pale Ale,Strong_Pale_Ale_image2.jpg,https://untappd.com/b/balter-brewing-company-strong-pale-ale/2524453,5.9% ABV,45 IBU,"A lean malt base overlaid by an intense fruit salad hop bouquet, a summer cocktail of pineapple, mango, deep citrus and passion fruit flavours wrapped in a firm lively bitterness. ",3.81,
Balter Brewing Company,Strong Pale Ale,Strong_Pale_Ale_image3.jpg,https://untappd.com/b/balter-brewing-company-strong-pale-ale/2524453,5.9% ABV,45 IBU,"A lean malt base overlaid by an intense fruit salad hop bouquet, a summer cocktail of pineapple, mango, deep citrus and passion fruit flavours wrapped in a firm lively bitterness. ",3.81,
Balter Brewing Company,IIPA,IIPA_image1.jpg,https://untappd.com/b/balter-brewing-company-iipa/2411849,8.6% ABV,105 IBU,Floral and light pineapple aromatics. Mango and sweet citrus on the palate counterbalanced by a smooth morish bitterness with lasting length. For such a big % beer the finish is crisp and dry. Be cautious with this one's 'drinkability. ,4.11,
Balter Brewing Company,IIPA,IIPA_image2.jpg,https://untappd.com/b/balter-brewing-company-iipa/2411849,8.6% ABV,105 IBU,Floral and light pineapple aromatics. Mango and sweet citrus on the palate counterbalanced by a smooth morish bitterness with lasting length. For such a big % beer the finish is crisp and dry. Be cautious with this one's 'drinkability. ,4.11,
Balter Brewing Company,IIPA,IIPA_image3.jpg,https://untappd.com/b/balter-brewing-company-iipa/2411849,8.6% ABV,105 IBU,Floral and light pineapple aromatics. Mango and sweet citrus on the palate counterbalanced by a smooth morish bitterness with lasting length. For such a big % beer the finish is crisp and dry. Be cautious with this one's 'drinkability. ,4.11,
Balter Brewing Company,IPA,IPA_image1.jpg,https://untappd.com/b/balter-brewing-company-ipa/1953520,6.8% ABV,72 IBU,"Drinking this IPA is like frolicking naked through a spring forest, then dive bombing off a mandarin-scented waterfall. We’re not even kidding. Its clean hoppy base offers a relentless, yet refined bitterness complemented by pine and citrus aromatics. Here’s cheers to a big refresher after a hard-won day. ",3.85,
Balter Brewing Company,IPA,IPA_image2.jpg,https://untappd.com/b/balter-brewing-company-ipa/1953520,6.8% ABV,72 IBU,"Drinking this IPA is like frolicking naked through a spring forest, then dive bombing off a mandarin-scented waterfall. We’re not even kidding. Its clean hoppy base offers a relentless, yet refined bitterness complemented by pine and citrus aromatics. Here’s cheers to a big refresher after a hard-won day. ",3.85,
Balter Brewing Company,IPA,IPA_image3.jpg,https://untappd.com/b/balter-brewing-company-ipa/1953520,6.8% ABV,72 IBU,"Drinking this IPA is like frolicking naked through a spring forest, then dive bombing off a mandarin-scented waterfall. We’re not even kidding. Its clean hoppy base offers a relentless, yet refined bitterness complemented by pine and citrus aromatics. Here’s cheers to a big refresher after a hard-won day. ",3.85,
Balter Brewing Company,XPA,XPA_image1.jpg,https://untappd.com/b/balter-brewing-company-xpa/1459461,5% ABV,30 IBU,Awarded AIBA 2017 Best International Pale Ale and Voted No.1 in the Hottest 100 Aussie Beers --- It might be pale but there's nothing weak about this bad boy. Tropical and floral aromatics set off a fruity palette that will punch your taste buds in the pleasure zone. Tailored for those who enjoy a fully-hopped beer that's still easy to drink. ,3.82,
Balter Brewing Company,XPA,XPA_image2.jpg,https://untappd.com/b/balter-brewing-company-xpa/1459461,5% ABV,30 IBU,Awarded AIBA 2017 Best International Pale Ale and Voted No.1 in the Hottest 100 Aussie Beers --- It might be pale but there's nothing weak about this bad boy. Tropical and floral aromatics set off a fruity palette that will punch your taste buds in the pleasure zone. Tailored for those who enjoy a fully-hopped beer that's still easy to drink. ,3.82,
Balter Brewing Company,XPA,XPA_image3.jpg,https://untappd.com/b/balter-brewing-company-xpa/1459461,5% ABV,30 IBU,Awarded AIBA 2017 Best International Pale Ale and Voted No.1 in the Hottest 100 Aussie Beers --- It might be pale but there's nothing weak about this bad boy. Tropical and floral aromatics set off a fruity palette that will punch your taste buds in the pleasure zone. Tailored for those who enjoy a fully-hopped beer that's still easy to drink. ,3.82,
Innate Brewers,Imperial As Bro,Imperial_As_Bro_image1.jpg,https://untappd.com/b/innate-brewers-imperial-as-bro/2248814,7.2% ABV,N/A IBU, ,4.06,
Innate Brewers,Imperial As Bro,Imperial_As_Bro_image2.jpg,https://untappd.com/b/innate-brewers-imperial-as-bro/2248814,7.2% ABV,N/A IBU, ,4.06,
Innate Brewers,Imperial As Bro,Imperial_As_Bro_image3.jpg,https://untappd.com/b/innate-brewers-imperial-as-bro/2248814,7.2% ABV,N/A IBU, ,4.06,
Innate Brewers,Face Off,Face_Off_image1.jpg,https://untappd.com/b/innate-brewers-face-off/3036313,4.2% ABV,10 IBU,"Kettle soured with lactobacillus plantarum which delivers a bright, zippy and clean sourness - this is a classic Gose with a subtle twist. Along with the customary salt and coriander additions, we added 300kg of local peaches to the ferment! Aromas of peach and salinity with a slight citric tingle are followed by a tartness on the palate which is softened by the salty, peachy undertones.",3.73,
Innate Brewers,Face Off,Face_Off_image2.jpg,https://untappd.com/b/innate-brewers-face-off/3036313,4.2% ABV,10 IBU,"Kettle soured with lactobacillus plantarum which delivers a bright, zippy and clean sourness - this is a classic Gose with a subtle twist. Along with the customary salt and coriander additions, we added 300kg of local peaches to the ferment! Aromas of peach and salinity with a slight citric tingle are followed by a tartness on the palate which is softened by the salty, peachy undertones.",3.73,
Innate Brewers,Face Off,Face_Off_image3.jpg,https://untappd.com/b/innate-brewers-face-off/3036313,4.2% ABV,10 IBU,"Kettle soured with lactobacillus plantarum which delivers a bright, zippy and clean sourness - this is a classic Gose with a subtle twist. Along with the customary salt and coriander additions, we added 300kg of local peaches to the ferment! Aromas of peach and salinity with a slight citric tingle are followed by a tartness on the palate which is softened by the salty, peachy undertones.",3.73,
Innate Brewers,Perth Pivo,Perth_Pivo_image1.jpg,https://untappd.com/b/innate-brewers-perth-pivo/2403779,4.9% ABV,28 IBU,"Under appreciated in the Australian craft beer scene, Pilsner is a versatile and delicious beer style which is great with food and equally comfortable as a hot summer's day throw down. Our interpretation uses liberal additions of Halletaur Mittlefruth in the boil – which gives the beer a lemony, herbal undercurrent – and a big addition of Galaxy in the whirlpool to provide a pineapple, tropical lift! ",3.49,
Innate Brewers,Perth Pivo,Perth_Pivo_image2.jpg,https://untappd.com/b/innate-brewers-perth-pivo/2403779,4.9% ABV,28 IBU,"Under appreciated in the Australian craft beer scene, Pilsner is a versatile and delicious beer style which is great with food and equally comfortable as a hot summer's day throw down. Our interpretation uses liberal additions of Halletaur Mittlefruth in the boil – which gives the beer a lemony, herbal undercurrent – and a big addition of Galaxy in the whirlpool to provide a pineapple, tropical lift! ",3.49,
Innate Brewers,Perth Pivo,Perth_Pivo_image3.jpg,https://untappd.com/b/innate-brewers-perth-pivo/2403779,4.9% ABV,28 IBU,"Under appreciated in the Australian craft beer scene, Pilsner is a versatile and delicious beer style which is great with food and equally comfortable as a hot summer's day throw down. Our interpretation uses liberal additions of Halletaur Mittlefruth in the boil – which gives the beer a lemony, herbal undercurrent – and a big addition of Galaxy in the whirlpool to provide a pineapple, tropical lift! ",3.49,
Innate Brewers,Crab Shack BBIPA,Crab_Shack_BBIPA_image1.jpg,https://untappd.com/b/innate-brewers-crab-shack-bbipa/1591859,6.8% ABV,40 IBU,Black Belgian IPA.,3.93,
Innate Brewers,Crab Shack BBIPA,Crab_Shack_BBIPA_image2.jpg,https://untappd.com/b/innate-brewers-crab-shack-bbipa/1591859,6.8% ABV,40 IBU,Black Belgian IPA.,3.93,
Innate Brewers,Crab Shack BBIPA,Crab_Shack_BBIPA_image3.jpg,https://untappd.com/b/innate-brewers-crab-shack-bbipa/1591859,6.8% ABV,40 IBU,Black Belgian IPA.,3.93,
Innate Brewers,Donald Grump,Donald_Grump_image1.jpg,https://untappd.com/b/innate-brewers-donald-grump/1724660,5.8% ABV,N/A IBU,Milk coffee brown ale ,3.68,
Innate Brewers,Donald Grump,Donald_Grump_image2.jpg,https://untappd.com/b/innate-brewers-donald-grump/1724660,5.8% ABV,N/A IBU,Milk coffee brown ale ,3.68,
Innate Brewers,Donald Grump,Donald_Grump_image3.jpg,https://untappd.com/b/innate-brewers-donald-grump/1724660,5.8% ABV,N/A IBU,Milk coffee brown ale ,3.68,
Innate Brewers,White IPA - Belgian Style,White_IPA_-_Belgian_Style_image1.jpg,https://untappd.com/b/innate-brewers-white-ipa-belgian-style/2886404,5.8% ABV,40 IBU,Brewed using a malt bill and yeast from a classic Belgian Witbier but hopped with US hops! ,3.46,
Innate Brewers,White IPA - Belgian Style,White_IPA_-_Belgian_Style_image2.jpg,https://untappd.com/b/innate-brewers-white-ipa-belgian-style/2886404,5.8% ABV,40 IBU,Brewed using a malt bill and yeast from a classic Belgian Witbier but hopped with US hops! ,3.46,
Innate Brewers,White IPA - Belgian Style,White_IPA_-_Belgian_Style_image3.jpg,https://untappd.com/b/innate-brewers-white-ipa-belgian-style/2886404,5.8% ABV,40 IBU,Brewed using a malt bill and yeast from a classic Belgian Witbier but hopped with US hops! ,3.46,
Innate Brewers,Private Idaho,Private_Idaho_image1.jpg,https://untappd.com/b/innate-brewers-private-idaho/2053452,8.3% ABV,N/A IBU,"Idaho #7 single hop IIPA. Herbal, tea like characters at the fore with a background of citrus tang ",4.15,
Innate Brewers,Private Idaho,Private_Idaho_image2.jpg,https://untappd.com/b/innate-brewers-private-idaho/2053452,8.3% ABV,N/A IBU,"Idaho #7 single hop IIPA. Herbal, tea like characters at the fore with a background of citrus tang ",4.15,
Innate Brewers,Private Idaho,Private_Idaho_image3.jpg,https://untappd.com/b/innate-brewers-private-idaho/2053452,8.3% ABV,N/A IBU,"Idaho #7 single hop IIPA. Herbal, tea like characters at the fore with a background of citrus tang ",4.15,
Innate Brewers,Somethings Awry Rye Red Ale,Somethings_Awry_Rye_Red_Ale_image1.jpg,https://untappd.com/b/innate-brewers-somethings-awry-rye-red-ale/1686177,6.2% ABV,5 IBU,Collaboration Brew with Sail and Anchor Pub ,3.67,
Innate Brewers,Somethings Awry Rye Red Ale,Somethings_Awry_Rye_Red_Ale_image2.jpg,https://untappd.com/b/innate-brewers-somethings-awry-rye-red-ale/1686177,6.2% ABV,5 IBU,Collaboration Brew with Sail and Anchor Pub ,3.67,
Innate Brewers,Somethings Awry Rye Red Ale,Somethings_Awry_Rye_Red_Ale_image3.jpg,https://untappd.com/b/innate-brewers-somethings-awry-rye-red-ale/1686177,6.2% ABV,5 IBU,Collaboration Brew with Sail and Anchor Pub ,3.67,
Innate Brewers,Raging Rajah,Raging_Rajah_image1.jpg,https://untappd.com/b/innate-brewers-raging-rajah/975294,5.8% ABV,35 IBU,PRBS BRONZE MEDAL WINNER 2016 ,3.73,
Innate Brewers,Raging Rajah,Raging_Rajah_image2.jpg,https://untappd.com/b/innate-brewers-raging-rajah/975294,5.8% ABV,35 IBU,PRBS BRONZE MEDAL WINNER 2016 ,3.73,
Innate Brewers,Raging Rajah,Raging_Rajah_image3.jpg,https://untappd.com/b/innate-brewers-raging-rajah/975294,5.8% ABV,35 IBU,PRBS BRONZE MEDAL WINNER 2016 ,3.73,
Innate Brewers,Thunderstruck Aussie IPA,Thunderstruck_Aussie_IPA_image1.jpg,https://untappd.com/b/innate-brewers-thunderstruck-aussie-ipa/2483566,6% ABV,50 IBU,A celebration of just how far Australian maltster and hop growers have come! ,3.86,
Innate Brewers,Thunderstruck Aussie IPA,Thunderstruck_Aussie_IPA_image2.jpg,https://untappd.com/b/innate-brewers-thunderstruck-aussie-ipa/2483566,6% ABV,50 IBU,A celebration of just how far Australian maltster and hop growers have come! ,3.86,
Innate Brewers,Thunderstruck Aussie IPA,Thunderstruck_Aussie_IPA_image3.jpg,https://untappd.com/b/innate-brewers-thunderstruck-aussie-ipa/2483566,6% ABV,50 IBU,A celebration of just how far Australian maltster and hop growers have come! ,3.86,
Innate Brewers,Neverland Mango Milkshake Ale,Neverland_Mango_Milkshake_Ale_image1.jpg,https://untappd.com/b/innate-brewers-neverland-mango-milkshake-ale/2975923,5.2% ABV,30 IBU,Brewed with lactose and 150kg of Australian mango flesh! ,4.09,
Innate Brewers,Neverland Mango Milkshake Ale,Neverland_Mango_Milkshake_Ale_image2.jpg,https://untappd.com/b/innate-brewers-neverland-mango-milkshake-ale/2975923,5.2% ABV,30 IBU,Brewed with lactose and 150kg of Australian mango flesh! ,4.09,
Innate Brewers,Neverland Mango Milkshake Ale,Neverland_Mango_Milkshake_Ale_image3.jpg,https://untappd.com/b/innate-brewers-neverland-mango-milkshake-ale/2975923,5.2% ABV,30 IBU,Brewed with lactose and 150kg of Australian mango flesh! ,4.09,
Innate Brewers,First Base Kettle Sour,First_Base_Kettle_Sour_image1.jpg,https://untappd.com/b/innate-brewers-first-base-kettle-sour/2779526,4.9% ABV,N/A IBU,"This is our first ever sour beer, made using the technique called ‘kettle souring’. In this method the wort is soured in the kettle – in our case using lactobacillus plantarum. We then added a small addition of ‘whirlpool hops’ as well as dry hopping in the fermenter. The result is a moderately sour beer with a delicate hop aroma of orange blossom and tropical fruits and balanced mouthfeel – a play between sourness and a touch of body derived from oats and wheat added in the mash. A perfect entry level sour that doesn’t take itself to seriously but delivers a quenching and satisfying drinking experience! ",3.63,
Innate Brewers,First Base Kettle Sour,First_Base_Kettle_Sour_image2.jpg,https://untappd.com/b/innate-brewers-first-base-kettle-sour/2779526,4.9% ABV,N/A IBU,"This is our first ever sour beer, made using the technique called ‘kettle souring’. In this method the wort is soured in the kettle – in our case using lactobacillus plantarum. We then added a small addition of ‘whirlpool hops’ as well as dry hopping in the fermenter. The result is a moderately sour beer with a delicate hop aroma of orange blossom and tropical fruits and balanced mouthfeel – a play between sourness and a touch of body derived from oats and wheat added in the mash. A perfect entry level sour that doesn’t take itself to seriously but delivers a quenching and satisfying drinking experience! ",3.63,
Innate Brewers,First Base Kettle Sour,First_Base_Kettle_Sour_image3.jpg,https://untappd.com/b/innate-brewers-first-base-kettle-sour/2779526,4.9% ABV,N/A IBU,"This is our first ever sour beer, made using the technique called ‘kettle souring’. In this method the wort is soured in the kettle – in our case using lactobacillus plantarum. We then added a small addition of ‘whirlpool hops’ as well as dry hopping in the fermenter. The result is a moderately sour beer with a delicate hop aroma of orange blossom and tropical fruits and balanced mouthfeel – a play between sourness and a touch of body derived from oats and wheat added in the mash. A perfect entry level sour that doesn’t take itself to seriously but delivers a quenching and satisfying drinking experience! ",3.63,
Innate Brewers,Apollo's Creed Imperial Amber Ale,Apollos_Creed_Imperial_Amber_Ale_image1.jpg,https://untappd.com/b/innate-brewers-apollo-s-creed-imperial-amber-ale/2710706,7.4% ABV,68 IBU,BRONZE MEDAL WINNER 2018 for PERTH ROYAL BEER SHOW AWARDS ,3.67,
Innate Brewers,Apollo's Creed Imperial Amber Ale,Apollos_Creed_Imperial_Amber_Ale_image2.jpg,https://untappd.com/b/innate-brewers-apollo-s-creed-imperial-amber-ale/2710706,7.4% ABV,68 IBU,BRONZE MEDAL WINNER 2018 for PERTH ROYAL BEER SHOW AWARDS ,3.67,
Innate Brewers,Apollo's Creed Imperial Amber Ale,Apollos_Creed_Imperial_Amber_Ale_image3.jpg,https://untappd.com/b/innate-brewers-apollo-s-creed-imperial-amber-ale/2710706,7.4% ABV,68 IBU,BRONZE MEDAL WINNER 2018 for PERTH ROYAL BEER SHOW AWARDS ,3.67,
Innate Brewers,Brutal Truth - West Coast IPA,Brutal_Truth_-_West_Coast_IPA_image1.jpg,https://untappd.com/b/innate-brewers-brutal-truth-west-coast-ipa/2886409,6.5% ABV,60 IBU,Born after trial brewing Brut IPA’s over the last few months and coming to the conclusion that there is nothing better than a classic West Coast IPA…that’s the brutal truth!! ,4.06,
Innate Brewers,Brutal Truth - West Coast IPA,Brutal_Truth_-_West_Coast_IPA_image2.jpg,https://untappd.com/b/innate-brewers-brutal-truth-west-coast-ipa/2886409,6.5% ABV,60 IBU,Born after trial brewing Brut IPA’s over the last few months and coming to the conclusion that there is nothing better than a classic West Coast IPA…that’s the brutal truth!! ,4.06,
Innate Brewers,Brutal Truth - West Coast IPA,Brutal_Truth_-_West_Coast_IPA_image3.jpg,https://untappd.com/b/innate-brewers-brutal-truth-west-coast-ipa/2886409,6.5% ABV,60 IBU,Born after trial brewing Brut IPA’s over the last few months and coming to the conclusion that there is nothing better than a classic West Coast IPA…that’s the brutal truth!! ,4.06,
Innate Brewers,Bullet Proof,Bullet_Proof_image1.jpg,https://untappd.com/b/innate-brewers-bullet-proof/2678222,6.8% ABV,60 IBU,TROPHY WINNER 2018 ,3.87,
Innate Brewers,Bullet Proof,Bullet_Proof_image2.jpg,https://untappd.com/b/innate-brewers-bullet-proof/2678222,6.8% ABV,60 IBU,TROPHY WINNER 2018 ,3.87,
Innate Brewers,Bullet Proof,Bullet_Proof_image3.jpg,https://untappd.com/b/innate-brewers-bullet-proof/2678222,6.8% ABV,60 IBU,TROPHY WINNER 2018 ,3.87,
Innate Brewers,The Juice,The_Juice_image1.jpg,https://untappd.com/b/innate-brewers-the-juice/2430823,6.2% ABV,50 IBU,The Juice – NEIPA ,3.88,
Innate Brewers,The Juice,The_Juice_image2.jpg,https://untappd.com/b/innate-brewers-the-juice/2430823,6.2% ABV,50 IBU,The Juice – NEIPA ,3.88,
Innate Brewers,The Juice,The_Juice_image3.jpg,https://untappd.com/b/innate-brewers-the-juice/2430823,6.2% ABV,50 IBU,The Juice – NEIPA ,3.88,
Innate Brewers,Great Scott,Great_Scott_image1.jpg,https://untappd.com/b/innate-brewers-great-scott/1222734,5.4% ABV,38 IBU,RSAWA RPBA 2016 SILVER MEDAL WINNER Winner ,3.58,
Innate Brewers,Great Scott,Great_Scott_image2.jpg,https://untappd.com/b/innate-brewers-great-scott/1222734,5.4% ABV,38 IBU,RSAWA RPBA 2016 SILVER MEDAL WINNER Winner ,3.58,
Innate Brewers,Great Scott,Great_Scott_image3.jpg,https://untappd.com/b/innate-brewers-great-scott/1222734,5.4% ABV,38 IBU,RSAWA RPBA 2016 SILVER MEDAL WINNER Winner ,3.58,
Innate Brewers,Troposphere,Troposphere_image1.jpg,https://untappd.com/b/innate-brewers-troposphere/2943351,4.5% ABV,30 IBU,"Aromas of tropical fruits – particularly mango and pineapple - and some subtle pine lead into a soft and light malt body, supported by some juicy hop sweetness. Finishing dry and with just the faintest bitterness which encourages another sip!",3.71,
Innate Brewers,Troposphere,Troposphere_image2.jpg,https://untappd.com/b/innate-brewers-troposphere/2943351,4.5% ABV,30 IBU,"Aromas of tropical fruits – particularly mango and pineapple - and some subtle pine lead into a soft and light malt body, supported by some juicy hop sweetness. Finishing dry and with just the faintest bitterness which encourages another sip!",3.71,
